glide_file,glide_path,glide_hash,glide_width,glide_height,ng_path,ng_hash,ng_width,ng_height,hamming_distance
THE LEGEND OF ZELDA#C8AA512E#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#C8AA512E#3#1_all.png,941c53186ef22fe3,1024,256,scenes/shared/bowling_scene/bowling_sceneTex_007120.png,941c53186ef22fe3,1024,256,0
THE LEGEND OF ZELDA#9EEAFB39#2#1#46FA1942_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#9EEAFB39#2#1#46FA1942_ciByRGBA.png,b66dc9c30e9895e4,64,128,objects/object_gla/gGerudoPurpleEarTex.png,b66dc9c30e9895e4,64,128,0
THE LEGEND OF ZELDA#AE94AF63#2#1#38D102B2_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#AE94AF63#2#1#38D102B2_ciByRGBA.png,be27c0e8c391cf8c,64,64,objects/object_mm/object_mmTex_0009B0.png,be27c0e8c391cf8c,64,64,0
THE LEGEND OF ZELDA#97C6F166#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#97C6F166#4#0_all.png,e0f80f8f3e3e7030,128,128,textures/nes_font_static/gMsgChar43LatinCapitalLetterCTex.png,e0f80f8f3e3e7030,128,128,0
THE LEGEND OF ZELDA#E173FE0F#0#3_all.png,/wip/glideout/THE LEGEND OF ZELDA#E173FE0F#0#3_all.png,94cb6b3064663acf,192,192,textures/icon_item_24_static/gQuestIconMedallionWaterTex.png,949f6b3064663acb,192,192,4
THE LEGEND OF ZELDA#B677AF0A#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#B677AF0A#0#2_all.png,c330612fc567dc66,128,256,objects/object_okuta/gOctorokArmTex.png,c330612fc567dc66,128,256,0
THE LEGEND OF ZELDA#3DFE3D74#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#3DFE3D74#3#1_all.png,c6e1391ee0f8c6c3,128,128,textures/parameter_static/gHeartHalfTex.png,c6e1391ee0f8c6c3,128,128,0
THE LEGEND OF ZELDA#C428E999#2#1#E18FC993_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#C428E999#2#1#E18FC993_ciByRGBA.png,cacb3534c2c3979c,128,128,objects/object_xc/object_xcTex_006D80.png,cacf3434c2c3979c,128,128,2
THE LEGEND OF ZELDA#4A9DCBF1#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#4A9DCBF1#0#2_all.png,a5251ac37aefa194,512,256,scenes/shared/spot09_scene/spot09_sceneTex_008160.png,a5251ac37aefa194,512,256,0
THE LEGEND OF ZELDA#C5FF3E7C#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#C5FF3E7C#3#1_all.png,c2c33f3f74383071,128,128,objects/gameplay_keep/gControlStickTex.png,c2c33f3f74383071,128,128,0
THE LEGEND OF ZELDA#D6C5A09A#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#D6C5A09A#0#2_all.png,918466dae570b53e,256,512,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,918466dae570b53e,256,512,0
THE LEGEND OF ZELDA#67D2D691#2#1#CF876EE5_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#67D2D691#2#1#CF876EE5_ciByRGBA.png,de4d9afb0160a6b2,256,512,scenes/mq/ydan_scene/ydan_room_6Tex_003F00.png,de4d8aff0160a6b2,256,512,2
THE LEGEND OF ZELDA#D0BA8BDB#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#D0BA8BDB#3#0_all.png,cc3333cc26999b66,384,128,textures/do_action_static/gNum8DoActionFRATex.png,cc3332cc66999b66,384,128,2
THE LEGEND OF ZELDA#701071E7#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#701071E7#0#2_all.png,ce90f6eb81fa8154,256,256,objects/object_spot08_obj/gZorasFountainIceRampUpperSideTex.png,ce90f6eb81fa8154,256,256,0
THE LEGEND OF ZELDA#E0ABFDAD#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#E0ABFDAD#0#2_all.png,cd9d33ce30f03632,64,64,objects/object_wf/gWolfosNormalMouthTex.png,cd9d33ce30f03632,64,64,0
THE LEGEND OF ZELDA#97F12931#4#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#97F12931#4#1_all.png,c1dff3822c38e60d,512,512,scenes/shared/spot16_scene/spot16_sceneTex_009D98.png,c1dff3822c38e60d,512,512,0
THE LEGEND OF ZELDA#0BD9C798#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#0BD9C798#3#0_all.png,e74d87649892da5a,256,512,scenes/shared/spot02_scene/spot02_sceneTex_009E80.png,e74d87649892da5a,256,512,0
THE LEGEND OF ZELDA#31B7F6C1#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#31B7F6C1#3#1_all.png,d752aa196dd2c323,640,256,textures/icon_item_static/gPauseQuestStatus01Tex.png,d752aa196dd2c323,640,256,0
THE LEGEND OF ZELDA#3D932F20#2#1#34DB778D_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#3D932F20#2#1#34DB778D_ciByRGBA.png,feb08cde0b4f0703,64,64,scenes/mq/Bmori1_scene/Bmori1_sceneTex_015A90.png,feb08cde0b4f0703,64,64,0
THE LEGEND OF ZELDA#70DB82B0#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#70DB82B0#3#0_all.png,929839c6c72ece39,1024,128,textures/map_name_static/gGerudoValleyPointNameENGTex.png,929839c6c72ece39,1024,128,0
THE LEGEND OF ZELDA#790101DB#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#790101DB#0#2_all.png,db44b45b4c36633c,64,64,objects/object_gnd/gPhantomGanonLimbTex_00A200.png,db44b45b4c36633c,64,64,0
THE LEGEND OF ZELDA#C1E7854C#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#C1E7854C#0#2_all.png,b33b82e4ce2e8c93,512,256,objects/object_dy_obj/gGreatFairyMouthOpenTex.png,b33b83e48e2e8c93,512,256,2
THE LEGEND OF ZELDA#CC53B46A#2#1#C987F754_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#CC53B46A#2#1#C987F754_ciByRGBA.png,bd93c038cb672761,64,64,objects/object_md/gMidoTex_1260.png,bd95c038cb672761,64,64,2
THE LEGEND OF ZELDA#21430806#2#0#295E0E25_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#21430806#2#0#295E0E25_ciByRGBA.png,9f3ec0e0e081e3d7,128,256,scenes/mq/HIDAN_scene/HIDAN_room_16Tex_00A5E0.png,9f3ec0e0e081e3d7,128,256,0
THE LEGEND OF ZELDA#7B913A81#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#7B913A81#3#1_all.png,d4da3be5852dc419,1152,192,textures/g_pn_28/gKakarikoVillageTitleCardENGTex.png,d4da3be5a52dc019,1152,192,2
THE LEGEND OF ZELDA#B14134FA#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#B14134FA#4#0_all.png,d0d04bc73bc16cce,128,128,textures/nes_font_static/gMsgCharA3ButtonRTex.png,d0d04bc73bc16cce,128,128,0
THE LEGEND OF ZELDA#13B8DFF4#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#13B8DFF4#3#0_all.png,85b57c5661c86e6a,640,584,textures/map_grand_static/gHyruleFieldMinimapTex.png,85b57c5661c86e6a,640,584,0
THE LEGEND OF ZELDA#16B0DEA1#3#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#16B0DEA1#3#2_all.png,f5b0ced134e493c1,224,128,textures/title_static/gFileSelBackspaceButtonTex.png,f5b0cec334e493c1,224,128,2
THE LEGEND OF ZELDA#65AED7C2#0#3_all.png,/wip/glideout/THE LEGEND OF ZELDA#65AED7C2#0#3_all.png,c6bd795a128d81e6,256,256,textures/icon_item_static/gItemIconMaskSkullTex.png,c6bd795a128d81e6,256,256,0
THE LEGEND OF ZELDA#D905149F#2#1#FF5D99B0_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#D905149F#2#1#FF5D99B0_ciByRGBA.png,ec879a8967a61dc8,128,128,objects/object_gla/gGerudoPurpleChestJewelTex.png,ec879a8967a61dc8,128,128,0
THE LEGEND OF ZELDA#84AABFE4#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#84AABFE4#4#0_all.png,cc9b33903392f366,128,128,textures/kanji/gMsgKanji8286LowercaseFTex.png,cc9b33b03392d366,128,128,2
THE LEGEND OF ZELDA#7163EEB6#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#7163EEB6#3#0_all.png,952d1a19e87669ba,512,520,textures/map_grand_static/gZorasFountainMinimapTex.png,952d1a19e87669ba,512,520,0
THE LEGEND OF ZELDA#5F3774EC#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#5F3774EC#3#1_all.png,d1fd2ec29822c63e,1152,192,textures/g_pn_47/gBombchuBowlingAlleyCardENGTex.png,d1fd2ec29822c63e,1152,192,0
THE LEGEND OF ZELDA#C2828E6E#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#C2828E6E#0#2_all.png,8c72bfc272bec08c,128,256,scenes/shared/spot18_scene/spot18_room_0Tex_005160.png,8c73bfc2729ec08c,128,256,2
THE LEGEND OF ZELDA#507C2719#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#507C2719#4#0_all.png,84bd1f19e463691e,512,512,scenes/shared/hakaana2_scene/hakaana2_sceneTex_004890.png,84bd1f19e463691e,512,512,0
THE LEGEND OF ZELDA#7EC24DF8#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#7EC24DF8#0#2_all.png,9e742884b0cdce5f,128,512,scenes/shared/spot03_scene/spot03_room_1Tex_005ED8.png,9e742884b0cdce5f,128,512,0
THE LEGEND OF ZELDA#1991E046#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#1991E046#3#1_all.png,f8b88ee0738f20f8,640,256,textures/icon_item_static/gPauseSelectItem04Tex.png,f8b88ee0738f20f8,640,256,0
THE LEGEND OF ZELDA#C1819BD4#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#C1819BD4#4#0_all.png,906b6eb48976b744,384,340,textures/map_i_static/gDodongosCavernRoom6MinimapTex.png,906b4fb48b74b364,384,340,6
THE LEGEND OF ZELDA#02DE3453#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#02DE3453#0#2_all.png,c4c46a8f6e702f3a,256,512,objects/gameplay_keep/gGenericDungeonDoorTex.png,c4c46a8f6e702f3a,256,512,0
THE LEGEND OF ZELDA#872C724C#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#872C724C#0#2_all.png,d1c6f096bf08472d,128,256,scenes/mq/Bmori1_scene/Bmori1_room_8Tex_00B410.png,d1c6f096bf08472d,128,256,0
THE LEGEND OF ZELDA#FA36ABC7#2#1#17E096E0_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#FA36ABC7#2#1#17E096E0_ciByRGBA.png,e1a61ee9e11e691c,256,128,objects/object_link_boy/gLinkAdultBootBuckleTex.png,e1a61ee9b11e691c,256,128,2
THE LEGEND OF ZELDA#4869CC13#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#4869CC13#0#2_all.png,a88a8aa8a0a0a002,512,256,scenes/shared/test01_scene/test01_room_0Tex_007490.png,a88a8aa8a0a0a002,512,256,0
THE LEGEND OF ZELDA#46DF531A#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#46DF531A#0#2_all.png,958bb6a4b32b4a78,256,256,scenes/mq/MIZUsin_scene/MIZUsin_room_6Tex_005300.png,958bb6a4b32b4a78,256,256,0
THE LEGEND OF ZELDA#E907FC49#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#E907FC49#3#1_all.png,c4c6031313c73f3f,384,384,textures/icon_item_static/gHeartPieceIcon1Tex.png,c4c6031313c73f3f,384,384,0
THE LEGEND OF ZELDA#268B595A#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#268B595A#0#2_all.png,d3b0ac73589cae2a,64,64,objects/object_ganon2/gGanonHornBaseTex.png,d3b0ac73589cae2a,64,64,0
THE LEGEND OF ZELDA#2B7D8A8F#4#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#2B7D8A8F#4#1_all.png,c30c3cb1724f4f3c,64,128,textures/parameter_static/gCounterDigit6Tex.png,c30c3cb1724f4f3c,64,128,0
THE LEGEND OF ZELDA#38EC2AA4#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#38EC2AA4#0#2_all.png,918466dae570b53e,256,512,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,918466dae570b53e,256,512,0
THE LEGEND OF ZELDA#161DDE45#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#161DDE45#3#0_all.png,fd29d4a5d0d5c0d4,256,152,textures/icon_item_field_static/gWorldMapAreaBox1Tex.png,ffa5d085d0d5c0d4,256,152,6
THE LEGEND OF ZELDA#111AECF1#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#111AECF1#4#0_all.png,b649b5b24d49b24d,384,340,textures/map_i_static/gFireTempleRoom10Floor1MinimapTex.png,b649b6b44a4db24d,384,340,8
THE LEGEND OF ZELDA#B1CAF08E#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#B1CAF08E#0#2_all.png,95617a9f87a56198,256,128,scenes/shared/hakaana2_scene/hakaana2_sceneTex_004090.png,95607a9f87a56199,256,128,2
THE LEGEND OF ZELDA#A01F0A55#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#A01F0A55#3#1_all.png,c9fc36033932c3dc,512,256,textures/icon_item_gameover_static/gGameOverP3Tex.png,c9fc36033932c3dc,512,256,0
THE LEGEND OF ZELDA#39462317#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#39462317#0#2_all.png,85607a9f87a56399,256,128,scenes/shared/hakaana2_scene/hakaana2_sceneTex_004090.png,95607a9f87a56199,256,128,2
THE LEGEND OF ZELDA#89B419A9#2#1#9F3A5D8F_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#89B419A9#2#1#9F3A5D8F_ciByRGBA.png,e61ad1c939669c93,256,128,objects/object_ma1/gMalonChildNeutralMouthTex.png,e61ad1c939669c93,256,128,0
THE LEGEND OF ZELDA#3D93677A#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#3D93677A#0#2_all.png,d466e69c78c41d99,128,64,objects/object_bv/object_bvTex_0170D8.png,d466e69c78c41d99,128,64,0
THE LEGEND OF ZELDA#911AA522#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#911AA522#0#2_all.png,9568729d0f474ba5,256,256,objects/gameplay_keep/gDropDekuStickTex.png,9568729d0f465ba5,256,256,2
THE LEGEND OF ZELDA#2B07B07A#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#2B07B07A#3#0_all.png,cc3333cc66cc3333,384,128,textures/do_action_static/gNum6DoActionENGTex.png,cc3333cc66cc3333,384,128,0
THE LEGEND OF ZELDA#D2148545#2#1#A52A7AB0_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#D2148545#2#1#A52A7AB0_ciByRGBA.png,bd96c0384f632763,64,64,objects/object_md/gMidoTex_53F0.png,bd96c0384b6527e5,64,64,6
THE LEGEND OF ZELDA#26F6BAF7#2#1#F46773C9_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#26F6BAF7#2#1#F46773C9_ciByRGBA.png,9090eb6f95817a3e,256,512,scenes/mq/bdan_scene/bdan_room_0Tex_0031B8.png,9090eb6f95817a3e,256,512,0
THE LEGEND OF ZELDA#C4B10B30#2#1#379E5925_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#C4B10B30#2#1#379E5925_ciByRGBA.png,eb54a3eb44bb4491,64,128,objects/object_gla/gGerudoPurpleShoeUpperTex.png,eb44abeb44bb4491,64,128,2
THE LEGEND OF ZELDA#38EFFBEA#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#38EFFBEA#3#1_all.png,c2c33f3d3cc4c0c7,128,128,textures/parameter_static/gDefenseHeartQuarterTex.png,c2c33f3d3cc4c0c7,128,128,0
THE LEGEND OF ZELDA#B9013F7D#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#B9013F7D#4#0_all.png,c4943b636d9d346c,512,512,scenes/mq/HAKAdan_scene/HAKAdan_room_11Tex_001E60.png,c4943b636d9d346c,512,512,0
THE LEGEND OF ZELDA#9D5C6E32#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#9D5C6E32#0#2_all.png,aa5d42dada524ed2,256,64,scenes/shared/spot15_scene/spot15_sceneTex_007C00.png,aa5d42daca12dcd3,256,64,6
THE LEGEND OF ZELDA#B19C2E35#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#B19C2E35#0#2_all.png,94d0af99e1939e16,128,256,scenes/mq/ydan_scene/ydan_room_2Tex_004F28.png,96d0af99e1939c16,256,512,2
THE LEGEND OF ZELDA#478CBDFB#2#1#FF3094B1_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#478CBDFB#2#1#FF3094B1_ciByRGBA.png,85f0ce781e03b3a7,256,256,scenes/mq/jyasinzou_scene/jyasinzou_room_4Tex_006398.png,85f0ce781e03b3a7,256,256,0
THE LEGEND OF ZELDA#E05D71FE#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#E05D71FE#4#0_all.png,c2383cc7e1f8cc33,128,128,textures/nes_font_static/gMsgChar78LatinSmallLetterXTex.png,c2383cc7e1f8cc33,128,128,0
THE LEGEND OF ZELDA#0197C3D8#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#0197C3D8#3#1_all.png,d9fe3693c303c826,1024,128,textures/title_static/gFileSelFileErasedFRATex.png,d9fe3693c303c826,1024,128,0
THE LEGEND OF ZELDA#D50F8897#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#D50F8897#0#2_all.png,a7999c62702dc736,128,128,objects/object_crow/gGuayEyeTex.png,a7999c62702dc736,128,128,0
THE LEGEND OF ZELDA#7FF555E3#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#7FF555E3#3#0_all.png,c291398ece6f8665,1024,128,textures/map_name_static/gHyruleFieldPointNameENGTex.png,c291398ece6f8665,1024,128,0
THE LEGEND OF ZELDA#F4C5C540#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#F4C5C540#3#1_all.png,d60f2df0d005c63f,1024,128,textures/title_static/gFileSelNoEmptyFileFRATex.png,d60f2df0d005c63f,1024,128,0
THE LEGEND OF ZELDA#9ED578DA#2#0#FF1D2505_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#9ED578DA#2#0#FF1D2505_ciByRGBA.png,b5e16a3c5a416e6c,256,256,scenes/mq/HIDAN_scene/HIDAN_room_10Tex_016A18.png,b5e16a3c5a416e6c,256,256,0
THE LEGEND OF ZELDA#0FFA922B#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#0FFA922B#0#2_all.png,b03e76361e1c926e,256,512,scenes/shared/spot00_scene/spot00_sceneTex_017B98.png,b43e76361e1c126e,256,512,2
THE LEGEND OF ZELDA#BEB23EF9#2#0#73A094EF_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#BEB23EF9#2#0#73A094EF_ciByRGBA.png,800c3733733dbd4d,512,512,scenes/mq/jyasinzou_scene/jyasinzou_sceneTex_019320.png,800c3733733dbd4d,512,512,0
THE LEGEND OF ZELDA#A9CC23D9#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#A9CC23D9#3#1_all.png,c66b35b4699b9862,640,256,textures/map_name_static/gDesertColossusPositionNameENGTex.png,c66b35b4699b9862,640,256,0
THE LEGEND OF ZELDA#C61B8A61#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#C61B8A61#0#2_all.png,f464329e60ec91f3,256,256,objects/object_po_sisters/object_po_sistersTex_0083C0.png,f464329e60ec91f3,256,256,0
THE LEGEND OF ZELDA#1C2F049D#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#1C2F049D#3#0_all.png,d1dc2ea1c367815b,1024,128,textures/map_name_static/gHauntedWastelandPointNameENGTex.png,d1dc2ea1c367815b,1024,128,0
THE LEGEND OF ZELDA#DC711EEA#2#1#F7031797_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#DC711EEA#2#1#F7031797_ciByRGBA.png,bb3cdaa2c1c05b93,256,512,scenes/shared/spot03_scene/spot03_room_0Tex_009BB0.png,bb3cdaa2c1c05b93,256,512,0
THE LEGEND OF ZELDA#D8C5C2C3#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#D8C5C2C3#0#2_all.png,d717a617c96aa642,256,512,scenes/mq/ice_doukutu_scene/ice_doukutu_room_9Tex_0044A0.png,d717ae17c962a642,256,512,2
THE LEGEND OF ZELDA#48687E94#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#48687E94#4#0_all.png,d0380d4df3932fe1,256,192,objects/gameplay_keep/gEffHitMark23Tex.png,d0380d4df3932fe1,256,192,0
THE LEGEND OF ZELDA#0A621F96#2#1#4B8D01DC_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#0A621F96#2#1#4B8D01DC_ciByRGBA.png,8a22fa7f75a2d888,512,256,scenes/mq/ddan_scene/ddan_room_4Tex_007558.png,a822fa7f75a2d888,512,256,2
THE LEGEND OF ZELDA#144F1A66#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#144F1A66#0#2_all.png,e659bd2698e405e6,128,128,objects/object_ru2/gAdultRutoTex_5480.png,e659bd2698e405e6,128,128,0
THE LEGEND OF ZELDA#1830B79F#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#1830B79F#0#2_all.png,f8c762993d46e688,64,128,objects/object_jj/gJabuJabuLipTex.png,f8c763b03d42e691,64,128,8
THE LEGEND OF ZELDA#45E335E9#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#45E335E9#3#0_all.png,8fc36c58b7a42d4a,512,472,textures/map_grand_static/gOutsideGanonsCastleMinimapTex.png,8fc36c58b7a42d4a,512,472,0
THE LEGEND OF ZELDA#C71A74FE#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#C71A74FE#3#1_all.png,966469cbde189678,1152,192,textures/g_pn_29/gGraveyardTitleCardENGTex.png,966469cbde189678,1152,192,0
THE LEGEND OF ZELDA#05F64CD0#4#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#05F64CD0#4#1_all.png,b45062e178e91f9b,512,128,scenes/shared/spot16_scene/spot16_sceneTex_009998.png,b45062e178e91f9b,512,128,0
THE LEGEND OF ZELDA#5F4F4845#2#0#1659040E_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#5F4F4845#2#0#1659040E_ciByRGBA.png,c9e73371792e070c,512,256,scenes/shared/spot07_scene/spot07_sceneTex_009418.png,c9e73371792e070c,512,256,0
THE LEGEND OF ZELDA#3766CDE0#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#3766CDE0#0#2_all.png,dfa0b4da61758389,256,512,objects/object_spot15_obj/gLonLonMilkCrateTex.png,dfa0b4da61758389,256,512,0
THE LEGEND OF ZELDA#3704FAF1#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#3704FAF1#4#0_all.png,b649a6b449b6b649,384,340,textures/map_i_static/gWaterTempleRoom16MinimapTex.png,b649b6b449b6b449,384,340,2
THE LEGEND OF ZELDA#CB689D59#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#CB689D59#4#0_all.png,e1c13cf80f3e070f,128,128,textures/nes_font_static/gMsgChar29RightParenthesesTex.png,e1c13cf80f3e070f,128,128,0
THE LEGEND OF ZELDA#38666246#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#38666246#0#2_all.png,c1618e190fbe1dec,128,256,objects/object_mizu_objects/object_mizu_objectsTex_00A720.png,c1618e190fbe1dec,128,256,0
THE LEGEND OF ZELDA#4EF438AF#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#4EF438AF#0#2_all.png,f2120d6d9b1aa76a,32,128,objects/object_tite/object_tite_Tex_001A00.png,f2120d6d9b1aa76a,32,128,0
THE LEGEND OF ZELDA#C690F9DF#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#C690F9DF#4#0_all.png,e4e633181d33e71c,128,128,textures/nes_font_static/gMsgChar42LatinCapitalLetterBTex.png,e4e633181d33e71c,128,128,0
THE LEGEND OF ZELDA#47DFE996#2#1#DB3450D1_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#47DFE996#2#1#DB3450D1_ciByRGBA.png,a87cf41ef0b85472,256,256,scenes/mq/bdan_scene/bdan_sceneTex_015200.png,a87cf41ef0b85472,256,256,0
THE LEGEND OF ZELDA#56A484EE#0#3_all.png,/wip/glideout/THE LEGEND OF ZELDA#56A484EE#0#3_all.png,94973664495953f6,256,256,textures/icon_item_static/gItemIconSwordMasterTex.png,9497266c495953f6,256,256,2
THE LEGEND OF ZELDA#8FDD8F28#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#8FDD8F28#0#2_all.png,f80f6d7887211e71,256,128,objects/gameplay_keep/gSignRectangularFrontTex.png,f80f6d7887211e71,256,128,0
THE LEGEND OF ZELDA#36B0B527#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#36B0B527#0#2_all.png,81f956a95e896699,128,32,scenes/shared/hylia_labo_scene/hylia_labo_sceneTex_009790.png,81f956a95e896699,128,32,0
THE LEGEND OF ZELDA#CA5F96FF#4#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#CA5F96FF#4#1_all.png,ba239e7cf80ce24c,128,128,objects/object_gi_shield_1/object_gi_shield_1Tex_000000.png,ba239e7cf80ce24c,128,128,0
THE LEGEND OF ZELDA#897CFF07#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#897CFF07#4#0_all.png,e01f1fe0e01f1fe0,128,128,textures/nes_font_static/gMsgChar2DHyphenMinusTex.png,e01f1fe0e01f1fe0,128,128,0
THE LEGEND OF ZELDA#CC357BBB#4#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#CC357BBB#4#1_all.png,dae3ae5a580d5a26,512,256,scenes/shared/spot16_scene/spot16_sceneTex_01D698.png,dae3ae5a580d5a26,512,256,0
THE LEGEND OF ZELDA#E2332BBF#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#E2332BBF#0#2_all.png,b540ad8a2993f5ce,128,256,scenes/mq/ydan_scene/ydan_room_0Tex_0081C0.png,b540ad8a2993f5ce,128,256,0
THE LEGEND OF ZELDA#DBA0C128#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#DBA0C128#4#0_all.png,c0e0339d0fe77139,128,128,textures/nes_font_static/gMsgChar53LatinCapitalLetterSTex.png,c0e0339d0fe77139,128,128,0
THE LEGEND OF ZELDA#88E0F090#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#88E0F090#0#2_all.png,a874fc0ef1b85456,256,256,objects/gameplay_dangeon_keep/gameplay_dangeon_keepTex_0134A0.png,a874fc0ef1b85456,256,256,0
THE LEGEND OF ZELDA#17A74DBA#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#17A74DBA#0#2_all.png,d18466dae570b43e,256,512,overlays/ovl_Boss_Dodongo/sLavaFloorRockTex.png,d18466dae570b43e,256,512,0
THE LEGEND OF ZELDA#6CC4BA5F#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#6CC4BA5F#3#1_all.png,fff18e886514c127,640,256,textures/icon_item_static/gPauseQuestStatus03Tex.png,fff18e886514c127,640,256,0
